ID,Original Entity Name,Type,Original_Files
3838,Trevi Fountain,E53 Place,gio-English_table.csv
3839,"Triga, G.",E21 Person,T_refined.csv
3840,Triumph of Galatea,E22 Man-Made Object,work-English_table.csv
3841,Triumph of Venice,E22 Man-Made Object,work-English_table.csv
3842,Triumph of the Arts,E22 Man-Made Object,work-English_table.csv
3843,Triumph of the Faith,E22 Man-Made Object,work-English_table.csv
3844,Triumph of the Name of Jesus,E22 Man-Made Object,work-English_table.csv
3845,"Tron, Caterina Dolfin",E21 Person,T_refined.csv
3846,Troy,E53 Place,gio-English_table.csv
3847,"Troy, François de",E21 Person,T_refined.csv
3848,Truth,E22 Man-Made Object,work-English_table.csv
3849,Turin,E53 Place,T_refined.csv
3850,Turnus,E21 Person,name-English_table.csv
3851,Twelve Apostles,E22 Man-Made Object,work-English_table.csv
3852,Twelve Watercolors of Venetian Women,E22 Man-Made Object,work-English_table.csv
3853,Two Baskets of Fruit and Flowers,E22 Man-Made Object,work-English_table.csv
3854,UK Antarctic PlaceNames Committee,E53 Place,gio-English_table.csv
3855,Uberto Limentani,E21 Person,name-English_table.csv
3856,"Uccelli, Ferdinando",E21 Person,UVWXYZ_refined.csv
3857,Udine,E53 Place,UVWXYZ_refined.csv
3858,Udine Cathedral,E53 Place,gio-English_table.csv
3859,"Udney, John",E21 Person,UVWXYZ_refined.csv
3860,Ufficio dell' Assessore Comunale alle Belle Arti,E53 Place,gio-English_table.csv
3861,Uffizi Gallery,E53 Place,gio-English_table.csv
3862,Ugo Da Como,E21 Person,name-English_table.csv
3863,Ugo da Carpi,E21 Person,C_refined.csv; name-English_table.csv
3864,Ulderico Carpegna,E21 Person,name-English_table.csv
3865,Ulisse Aldrovandi,E21 Person,name-English_table.csv
3866,Ulisse Giuseppe Gozzadini,E21 Person,name-English_table.csv
3867,Ulisse Prota-Giurleo,E21 Person,name-English_table.csv
3868,Ulrika Eleonora I of Sweden,E21 Person,name-English_table.csv
3869,Umbria,E53 Place,gio-English_table.csv
3870,Umoristi,E53 Place,gio-English_table.csv
3871,Un trionfo d'armi,E22 Man-Made Object,work-English_table.csv
3872,University of Bologna,E53 Place,gio-English_table.csv
3873,University of Cambridge,E53 Place,gio-English_table.csv
3874,University of Padua,E53 Place,gio-English_table.csv
3875,Urban VIII,E21 Person,UVWXYZ_refined.csv; name-English_table.csv
3876,Urbino,E53 Place,gio-English_table.csv
3877,Urbino Cathedral,E53 Place,gio-English_table.csv
3878,"Urbino, Francesco Maria della Rovere, Duke of",E21 Person,UVWXYZ_refined.csv
3879,"Urbino, devolution to Papacy",E21 Person,UVWXYZ_refined.csv
3880,"Utrecht, Treaty of",E5 Event,UVWXYZ_refined.csv
3881,"Vacchelli, Giuliano",E21 Person,UVWXYZ_refined.csv
3882,Vaduz,E53 Place,UVWXYZ_refined.csv
3883,Valencia,E53 Place,gio-English_table.csv
3884,Valentin de Boulogne,E21 Person,UVWXYZ_refined.csv; name-English_table.csv
3885,"Valentin, art dealer",E21 Person,UVWXYZ_refined.csv
3886,"Valeriani, Domenico and Giuseppe",E21 Person,UVWXYZ_refined.csv
3887,"Valeriano, Padre",E21 Person,UVWXYZ_refined.csv
3888,Valerio Castello,E21 Person,name-English_table.csv
3889,"Vallisnieri, Antonio",E21 Person,UVWXYZ_refined.csv
3890,Valmarana family,E74 Group,UVWXYZ_refined.csv
3891,"Valmarana, Leonardo",E21 Person,UVWXYZ_refined.csv
3892,Valmontone,E53 Place,gio-English_table.csv
3893,Valtellina,E53 Place,gio-English_table.csv
3894,"Vandeneynde, Jan",E21 Person,UVWXYZ_refined.csv
3895,"Vandières, Marquis de (later Marquis de Marigny)",E21 Person,UVWXYZ_refined.csv
3896,"Vanetti, Valerio",E21 Person,UVWXYZ_refined.csv
3897,Vanita,E22 Man-Made Object,work-English_table.csv
3898,Varj Capriccj,E22 Man-Made Object,work-English_table.csv
3899,"Varotari, Alessandro ('il Padovanino')",E21 Person,UVWXYZ_refined.csv
3900,"Vassalli, Alessandro",E21 Person,UVWXYZ_refined.csv
3901,Vatican Apostolic Archives,E53 Place,gio-English_table.csv
3902,Vatican Library,E53 Place,gio-English_table.csv
3903,Vatican Museums,E53 Place,gio-English_table.csv
3904,Vatican Papal Basilica,E53 Place,gio-English_table.csv
3905,Vatican palace,E22 Man-Made Object,UVWXYZ_refined.csv
3906,"Veith, Giovanni Adalbertho",E21 Person,UVWXYZ_refined.csv
3907,Velasquez,E21 Person,UVWXYZ_refined.csv
3908,Venetian Holy Inquisition,E53 Place,gio-English_table.csv
3909,Venetian Military Republic,E53 Place,gio-English_table.csv
3910,"Venezia, Padre Antonio da",E21 Person,UVWXYZ_refined.csv
3911,Venice,E53 Place,UVWXYZ_refined.csv
3912,Venice Notarial Section,E53 Place,gio-English_table.csv
3913,Venice-Inquisitori di Stato,E53 Place,gio-English_table.csv
3914,Venice-Inquisiwri,E53 Place,gio-English_table.csv
3915,Venice-Sezione Notarile,E53 Place,gio-English_table.csv
3916,Venice-Stampe,E53 Place,gio-English_table.csv
3917,Ventura Carrara,E21 Person,name-English_table.csv
3918,Ventura Furlani,E21 Person,F_refined.csv; name-English_table.csv
3919,Ventura Rossi,E21 Person,name-English_table.csv
3920,"Venturi, Professor Franco",E21 Person,UVWXYZ_refined.csv
3921,Venus,E21 Person,name-English_table.csv
3922,Venus Italica,E22 Man-Made Object,work-English_table.csv
3923,Venus Leaving the Bath,E22 Man-Made Object,work-English_table.csv
3924,Venus Mourning over the Death of Adonis,E22 Man-Made Object,work-English_table.csv
3925,Venus and Adonis,E22 Man-Made Object,work-English_table.csv
3926,Venus and Amor,E22 Man-Made Object,work-English_table.csv
3927,Venus and Cupid with a Satyr,E22 Man-Made Object,work-English_table.csv
3928,Venus playing with Cupid,E22 Man-Made Object,work-English_table.csv
3929,"Venus, Adonis and Cupid",E22 Man-Made Object,work-English_table.csv
3930,Verona,E53 Place,gio-English_table.csv
3931,Vestal Virgin Tuccia (Corradini sculpture),E22 Man-Made Object,work-English_table.csv
3932,Via Chiara,E53 Place,gio-English_table.csv
3933,Via Crucis,E22 Man-Made Object,work-English_table.csv
3934,Via Margutta,E53 Place,gio-English_table.csv
3935,Via de' Giubbonari,E53 Place,gio-English_table.csv
3936,Via della Lungara,E53 Place,gio-English_table.csv
3937,"Vianello, Dr Giovanni",E21 Person,UVWXYZ_refined.csv
3938,Vicenza,E53 Place,UVWXYZ_refined.csv
3939,Victor Amadeus II of Savoy,E21 Person,name-English_table.csv
3940,Victor-Marie d'Estrées,E21 Person,name-English_table.csv
3941,Victoria and Albert Museum,E53 Place,gio-English_table.csv
3942,Vienna,E53 Place,UVWXYZ_refined.csv
3943,Vienna Foscarini,E21 Person,name-English_table.csv
3944,View of Delphi with a Procession,E22 Man-Made Object,work-English_table.csv
3945,"View of Venice, Doge's Palace",E22 Man-Made Object,work-English_table.csv
3946,View of the Grand Canal,E22 Man-Made Object,work-English_table.csv
3947,Vigilance,E22 Man-Made Object,work-English_table.csv
3948,Vigilie di S. Pietro,E22 Man-Made Object,work-English_table.csv
3949,Villa Aldobrandini,E53 Place,gio-English_table.csv
3950,Villa Borghese,E53 Place,gio-English_table.csv
3951,Villa Castello,E53 Place,gio-English_table.csv
3952,Villa Contarini,E53 Place,gio-English_table.csv
3953,Villa Cordellina,E53 Place,gio-English_table.csv
3954,Villa Medici,E53 Place,gio-English_table.csv
3955,Villa Oliva Buonvisi,E53 Place,gio-English_table.csv
3956,Villa Pisani,E53 Place,gio-English_table.csv
3957,Villa Valmarana,E53 Place,gio-English_table.csv
3958,Villa Valmarana ai Nani,E53 Place,gio-English_table.csv
3959,Villa d'Arcetri,E53 Place,gio-English_table.csv
3960,Villa di Pratolino,E53 Place,gio-English_table.csv
3961,Village Scene,E22 Man-Made Object,work-English_table.csv
3962,Vincent Ferrer,E21 Person,name-English_table.csv
3963,Vincenzo Armanni,E21 Person,A_refined.csv; name-English_table.csv
3964,Vincenzo Costaguti,E21 Person,name-English_table.csv
3965,Vincenzo Damini,E21 Person,D_refined.csv; name-English_table.csv
3966,Vincenzo Giustiniani,E21 Person,name-English_table.csv; work-English_table.csv
3967,Vincenzo Golzio,E21 Person,name-English_table.csv
3968,Vincenzo Grimani,E21 Person,name-English_table.csv
3969,Vincenzo Lazari,E21 Person,name-English_table.csv
3970,Vincenzo Neri,E21 Person,N_refined.csv; name-English_table.csv
3971,Vincenzo Radicchio,E21 Person,Q-R_refined.csv; name-English_table.csv
3972,Vincenzo Ruffo,E21 Person,name-English_table.csv
3973,Vincenzo Viviani,E21 Person,UVWXYZ_refined.csv; name-English_table.csv
3974,Vincenzo da Canal,E21 Person,name-English_table.csv
3975,Violante Beatrix,E21 Person,name-English_table.csv
3976,Virgil,E21 Person,UVWXYZ_refined.csv
3977,Virgil Bassanino,E21 Person,name-English_table.csv
3978,Virgilio Spada,E21 Person,S_refined.csv; name-English_table.csv
3979,Virgin and Child holding Rosaries with Saints Catherine and Dominic,E22 Man-Made Object,work-English_table.csv
3980,Virgin protecting the city of Spoleto,E22 Man-Made Object,work-English_table.csv
3981,Virginia Museum of fine Arts Williams Fund,E53 Place,gio-English_table.csv
3982,"Virginio Orsini, Duke of Bracciano",E21 Person,name-English_table.csv
3983,"Virtuosi, Congregazione dei",E21 Person,UVWXYZ_refined.csv
3984,"Visconti, Antonio Maria",E21 Person,UVWXYZ_refined.csv
3985,Vitaly Bloch,E21 Person,name-English_table.csv
3986,Viterbo Moroni,E53 Place,gio-English_table.csv
3987,Vitruvius,E21 Person,UVWXYZ_refined.csv
3988,Vittore Carpaccio,E21 Person,C_refined.csv; name-English_table.csv
3989,Vittoria della Rovere,E21 Person,Q-R_refined.csv; name-English_table.csv
3990,Vittorio Bigari,E21 Person,B_refined.csv; name-English_table.csv
3991,Vittorio Casale,E21 Person,name-English_table.csv
3992,Vittorio Malamani,E21 Person,name-English_table.csv
3993,Vittorio Moschini,E21 Person,name-English_table.csv
3994,Vittorio Viale,E21 Person,name-English_table.csv
3995,"Vittrice, Alessandro",E21 Person,UVWXYZ_refined.csv
3996,"Vivant-Denon, Dominique",E21 Person,UVWXYZ_refined.csv
3997,Viviano Codazzi,E21 Person,C_refined.csv; name-English_table.csv
3998,Vizcaya (province),E53 Place,gio-English_table.csv
3999,Voltaire,E21 Person,UVWXYZ_refined.csv; name-English_table.csv; work-English_table.csv
4000,Vrilliere,E53 Place,gio-English_table.csv
4001,"Wael, Cornelius de",E21 Person,UVWXYZ_refined.csv
4002,"Wael, Jean-Baptiste de",E21 Person,UVWXYZ_refined.csv
4003,"Waldstein, Count of",E21 Person,UVWXYZ_refined.csv
4004,Wallraf–Richartz Museum,E53 Place,gio-English_table.csv
4005,Walter Friedl?nder,E21 Person,name-English_table.csv
4006,Walter Percy Chrysler Sr.,E21 Person,name-English_table.csv
4007,Walter Vitzthum,E21 Person,name-English_table.csv
4008,War Scenes,E22 Man-Made Object,work-English_table.csv
4009,Warburg Institute,E53 Place,gio-English_table.csv
4010,"Wars of late 17th century, influence on art patronage",E28 Conceptual Object,UVWXYZ_refined.csv
4011,Wart Arslan,E21 Person,name-English_table.csv
4012,"Waterhouse, E. K.",E21 Person,UVWXYZ_refined.csv
4013,Waterloo,E53 Place,gio-English_table.csv
4014,Watkin Williams Wynn,E21 Person,name-English_table.csv
4015,"Watson, F. J. B.",E21 Person,UVWXYZ_refined.csv
4016,"Watteau, Antoine",E21 Person,UVWXYZ_refined.csv
4017,"Werff, Adrian van der",E21 Person,UVWXYZ_refined.csv
4018,Westminster School,E53 Place,gio-English_table.csv
4019,Westphalia,E53 Place,gio-English_table.csv
4020,"White Hill, Battle of",E5 Event,UVWXYZ_refined.csv
4021,Whitehall,E53 Place,gio-English_table.csv
4022,Widmann country house,E53 Place,UVWXYZ_refined.csv
4023,Widmann family,E74 Group,UVWXYZ_refined.csv
4024,Widmann palace,E22 Man-Made Object,UVWXYZ_refined.csv
4025,Wilhelm Martin,E21 Person,name-English_table.csv
4026,Wilhelm Nisser,E21 Person,name-English_table.csv
4027,Wilhelm Richter,E21 Person,name-English_table.csv
4028,William Beckford,E21 Person,name-English_table.csv
4029,William Bentinck,E21 Person,B_refined.csv; name-English_table.csv
4030,"William Capell, 3rd Earl of Essex",E21 Person,name-English_table.csv
4031,William Cavendish,E21 Person,name-English_table.csv
4032,William Chandler Kirwin,E21 Person,name-English_table.csv
4033,William Cowper,E21 Person,name-English_table.csv
4034,William George Constable,E21 Person,name-English_table.csv
4035,William Hamilton,E21 Person,name-English_table.csv
4036,William Henry,E21 Person,name-English_table.csv
4037,William Herbert,E21 Person,name-English_table.csv
4038,William Hogarth,E21 Person,H_refined.csv; name-English_table.csv
4039,William III of England,E21 Person,UVWXYZ_refined.csv; name-English_table.csv
4040,William L. Barcham,E21 Person,name-English_table.csv
4041,"William Legge, 1st Earl of Dartmout",E21 Person,name-English_table.csv
4042,William Morice,E21 Person,M_refined.csv; name-English_table.csv
4043,William Petty,E21 Person,P_refined.csv; name-English_table.csv
4044,William Pitt,E21 Person,name-English_table.csv
4045,William Pitt the Younger,E21 Person,name-English_table.csv
4046,William Young Ottley,E21 Person,O_refined.csv; name-English_table.csv
4047,"Winckelmann, J. J.",E21 Person,UVWXYZ_refined.csv
4048,Windsor Castle,E53 Place,gio-English_table.csv
4049,Winter Palace,E53 Place,gio-English_table.csv
4050,Wirich Philipp von Harrach,E21 Person,name-English_table.csv
4051,Wolfram Prinz,E21 Person,name-English_table.csv
4052,Woman Playing Musical Instrument,E22 Man-Made Object,work-English_table.csv
4053,Women washing their Laundry at a Fountain,E22 Man-Made Object,work-English_table.csv
4054,Worcestershire,E53 Place,gio-English_table.csv
4055,"Wouwermans, Philips",E21 Person,UVWXYZ_refined.csv
4056,"Wynne, Giustiniana (Mme Rosenberg)",E21 Person,UVWXYZ_refined.csv
4057,Würzburg Residence,E53 Place,gio-English_table.csv
4058,Würzburg Residenz,E53 Place,UVWXYZ_refined.csv
4059,"Xavier, St Francis",E21 Person,UVWXYZ_refined.csv
4060,Xenophon,E21 Person,name-English_table.csv
4061,Xenophon's Sacrifice to Diana,E22 Man-Made Object,work-English_table.csv
4062,Yorkshire,E53 Place,gio-English_table.csv
4063,Youth rescued from the Pleasures of Venus,E22 Man-Made Object,work-English_table.csv
4064,Zaccaria Sagredo,E21 Person,S_refined.csv; name-English_table.csv; work-English_table.csv
4065,"Zaguri, Pietro",E21 Person,UVWXYZ_refined.csv
4066,"Zambeccari, Marchesa Eleonora",E22 Man-Made Object,UVWXYZ_refined.csv
4067,Zambelli family,E74 Group,UVWXYZ_refined.csv
4068,"Zambelli, Dr Paola",E21 Person,UVWXYZ_refined.csv
4069,"Zanetti, A. M., the Elder",E21 Person,UVWXYZ_refined.csv
4070,"Zanetti, A. M., the Younger",E21 Person,UVWXYZ_refined.csv
4071,"Zanetti, Domenico",E21 Person,UVWXYZ_refined.csv
4072,"Zanotti, F. M.",E21 Person,UVWXYZ_refined.csv
4073,Zara,E53 Place,gio-English_table.csv
4074,Zechariah,E21 Person,name-English_table.csv
4075,"Zen, Procurator Alessandro",E21 Person,UVWXYZ_refined.csv
4076,Zenobio family,E74 Group,UVWXYZ_refined.csv
4077,Zenobio palace,E22 Man-Made Object,UVWXYZ_refined.csv
4078,Zephyr,E21 Person,name-English_table.csv
4079,Zephyr Abducting Chloris,E22 Man-Made Object,work-English_table.csv
4080,Zorzone,E53 Place,gio-English_table.csv
4081,Zuane Udni,E21 Person,name-English_table.csv
4082,"Zuccari, Federigo",E21 Person,UVWXYZ_refined.csv
4083,Zwinger,E53 Place,gio-English_table.csv
4084,basilica di Santa Maria dei Servi,E53 Place,gio-English_table.csv
4085,campo Santa Maria Formosa,E53 Place,gio-English_table.csv
4086,cathedral of Our Lady of the Assumption,E53 Place,gio-English_table.csv
4087,chiesa della Salute,E53 Place,gio-English_table.csv
4088,"den Einden, Ferdinand van",E21 Person,D_refined.csv
4089,"den Einden, Jan van",E21 Person,D_refined.csv
4090,fondamenta delle Zattere,E53 Place,gio-English_table.csv
4091,house of lords,E53 Place,gio-English_table.csv
4092,house of representatives,E53 Place,gio-English_table.csv
4093,martyrdom of St. John the bishop,E22 Man-Made Object,work-English_table.csv
4094,monastery of San Paolo d'Argon,E53 Place,gio-English_table.csv
4095,municipal library,E53 Place,gio-English_table.csv
4096,nell’ingresso del procuratore Giorgio Pisani,E22 Man-Made Object,work-English_table.csv
4097,oratory,E53 Place,gio-English_table.csv
4098,"oratory of Saints Cecilia and Valeriano, Bologna",E53 Place,gio-English_table.csv
4099,oratory of San Girolamo,E53 Place,gio-English_table.csv
4100,piazza della Santissima Annunziata,E53 Place,gio-English_table.csv
4101,piazza della Signoria,E53 Place,gio-English_table.csv
4102,protestant cemetery,E53 Place,gio-English_table.csv
4103,rue de Richelieu,E53 Place,gio-English_table.csv
4104,senate,E53 Place,gio-English_table.csv
4105,shrines,E53 Place,gio-English_table.csv
4106,"sketch for ""Venus at the furnace of Vulcan""",E22 Man-Made Object,work-English_table.csv
4107,state rooms,E53 Place,gio-English_table.csv
4108,temple of fortune,E53 Place,gio-English_table.csv
4109,una favola d'Enea,E22 Man-Made Object,work-English_table.csv
4110,via Balbi,E53 Place,gio-English_table.csv
4111,via Giuseppe Garibaldi,E53 Place,gio-English_table.csv
4112,église SainteAnnelaRoyale,E53 Place,gio-English_table.csv
4113,émile Male,E21 Person,name-English_table.csv
4114,émile Molinier,E21 Person,name-English_table.csv
4115,étienne Charles de Loménie de Brienne,E21 Person,name-English_table.csv
4116,étienne de Silhouette,E21 Person,name-English_table.csv
