ID,Original Entity Name,Type,Original_Files
1073,"Dolfin, Daniele IV",E21 Person,D_refined.csv
1074,Dome Frescoes of Sant'Agnese in Agone,E22 Man-Made Object,work-English_table.csv
1075,Domenichino (Domenico Zampieri),E21 Person,D_refined.csv
1076,Domenico Bernini,E21 Person,B_refined.csv; name-English_table.csv
1077,Domenico Carutti,E21 Person,name-English_table.csv
1078,Domenico Cerato,E21 Person,name-English_table.csv
1079,Domenico Darmanno,E21 Person,name-English_table.csv
1080,Domenico Fetti,E21 Person,name-English_table.csv
1081,Domenico Fontana,E21 Person,F_refined.csv; name-English_table.csv
1082,Domenico Gargiulo,E21 Person,name-English_table.csv
1083,Domenico Ginnasi,E21 Person,name-English_table.csv
1084,Domenico Guidi,E21 Person,G_refined.csv; name-English_table.csv
1085,Domenico Lovisa,E21 Person,L_refined.csv; name-English_table.csv
1086,Domenico Maria Fratta,E21 Person,name-English_table.csv
1087,Domenico Maria Viani,E21 Person,UVWXYZ_refined.csv; name-English_table.csv
1088,Domenico Martinelli,E21 Person,M_refined.csv; name-English_table.csv
1089,Domenico Michelessi,E21 Person,name-English_table.csv
1090,Domenico Parodi,E21 Person,P_refined.csv; name-English_table.csv
1091,Domenico Passignano,E21 Person,name-English_table.csv
1092,Domenico Piola,E21 Person,name-English_table.csv
1093,Domenico Riccio,E21 Person,name-English_table.csv
1094,Domenico Rossi,E21 Person,Q-R_refined.csv; name-English_table.csv
1095,Domenico Valeriani,E21 Person,name-English_table.csv
1096,Domenico Viola,E21 Person,UVWXYZ_refined.csv; name-English_table.csv
1097,Domenico Zampieri,E21 Person,name-English_table.csv
1098,Domenico da Isnello,E21 Person,name-English_table.csv
1099,Dominicans,E74 Group,D_refined.csv; gio-English_table.csv
1100,"Dominici, Bernardo de",E21 Person,D_refined.csv
1101,Dominique Vivant,E21 Person,name-English_table.csv
1102,Don Cesare Leopardi d`Osimo,E21 Person,name-English_table.csv
1103,Don Fabrizio Valguarnera,E21 Person,UVWXYZ_refined.csv; name-English_table.csv
1104,Don Giovanni Domenico Brustoloni,E21 Person,name-English_table.csv
1105,Don Urbano Barberini-Colonna di Sciarradi Carbognano,E21 Person,name-English_table.csv
1106,Donald Posner,E21 Person,name-English_table.csv
1107,Donato Creti,E21 Person,C_refined.csv; name-English_table.csv
1108,Dora Coggiola,E21 Person,name-English_table.csv
1109,"Dorigny, Louis",E21 Person,D_refined.csv
1110,Dosso Dossi,E21 Person,name-English_table.csv
1111,"Douglas, Hamilton, Marquis of",E21 Person,D_refined.csv
1112,Drawings of Sagredo Family Members,E22 Man-Made Object,work-English_table.csv
1113,Dream of St Joseph,E22 Man-Made Object,work-English_table.csv
1114,Dresden,E53 Place,D_refined.csv
1115,Drunken Silenus,E22 Man-Made Object,work-English_table.csv
1116,"Dubois, Ambrose",E21 Person,D_refined.csv
1117,Duel between Aeneas and Mezentius,E22 Man-Made Object,work-English_table.csv
1118,"Dughet, Gaspard (Gaspard Poussin)",E21 Person,D_refined.csv
1119,Duplex Intercessio,E22 Man-Made Object,work-English_table.csv
1120,"Duquesnoy, François",E21 Person,D_refined.csv
1121,"Durazzo, Marchese Girolamo",E22 Man-Made Object,D_refined.csv
1122,Dusseldorf,E53 Place,D_refined.csv
1123,Dutch artists,E74 Group,D_refined.csv
1124,Dux,E53 Place,gio-English_table.csv
1125,"Duyvelant, Jacques",E21 Person,D_refined.csv
1126,Ecstasy of Saint Teresa,E22 Man-Made Object,work-English_table.csv
1127,Edgar Wind,E21 Person,name-English_table.csv
1128,Edgar de Vaes,E21 Person,name-English_table.csv
1129,Edgwareand,E53 Place,gio-English_table.csv
1130,Edmond Bonnaffé,E21 Person,name-English_table.csv
1131,Edoardo Lombardo,E21 Person,name-English_table.csv
1132,Education of the Virgin,E22 Man-Made Object,work-English_table.csv
1133,Edward Coke,E21 Person,name-English_table.csv
1134,Edward Croft Murray,E21 Person,name-English_table.csv
1135,Edward Gibbon,E21 Person,G_refined.csv; name-English_table.csv
1136,Edward Poore,E21 Person,P_refined.csv; name-English_table.csv
1137,Edward Wright,E21 Person,name-English_table.csv
1138,Edward Young,E21 Person,UVWXYZ_refined.csv; name-English_table.csv
1139,"Effetti, Antonio degli",E21 Person,E_refined.csv
1140,El Escorial,E53 Place,gio-English_table.csv
1141,Elena Bassi,E21 Person,name-English_table.csv
1142,Elena Crinò,E21 Person,name-English_table.csv
1143,Eleonora Zambeccari,E21 Person,name-English_table.csv
1144,Elijah,E21 Person,name-English_table.csv
1145,Elijah carried to Heaven in a Chariot of Fire,E22 Man-Made Object,work-English_table.csv
1146,Elisabeth Dhanens,E21 Person,name-English_table.csv
1147,Elizabeth Du Gue Trapier,E21 Person,name-English_table.csv
1148,Elizabeth Felton,E21 Person,name-English_table.csv
1149,Elizabeth Yates,E21 Person,name-English_table.csv
1150,Elizabetta Antoniazzi Rossi,E21 Person,name-English_table.csv
1151,Ellis Waterhouse,E21 Person,name-English_table.csv
1152,Elpidio Benedetti,E21 Person,name-English_table.csv
1153,Embassy of Spain in Rome,E53 Place,gio-English_table.csv
1154,Emil Kauffmann,E21 Person,name-English_table.csv
1155,Emile Baudson,E21 Person,name-English_table.csv
1156,Emilia,E53 Place,gio-English_table.csv
1157,Emilio Amedeo De Tipaldo,E21 Person,name-English_table.csv
1158,Emilio Bonomelli,E21 Person,name-English_table.csv
1159,Emilio Lavagnino,E21 Person,name-English_table.csv
1160,Emilio Morpurgo,E21 Person,name-English_table.csv
1161,Emily Temple,E21 Person,name-English_table.csv
1162,Emmanuele Antonio Cicogna,E21 Person,name-English_table.csv
1163,"Emo, Procurator",E21 Person,E_refined.csv
1164,Emperor Henry IV Kneeling Before Pope Gregory VII,E22 Man-Made Object,work-English_table.csv
1165,English patronage,E28 Conceptual Object,E_refined.csv
1166,English tourists in Italy,E28 Conceptual Object,E_refined.csv
1167,Enlightenment in Italy,E28 Conceptual Object,E_refined.csv
1168,Enrico Brol,E21 Person,name-English_table.csv
1169,Enrico Carusi,E21 Person,name-English_table.csv
1170,Enrico Narducci,E21 Person,name-English_table.csv
1171,Enrico Zuccalli,E21 Person,UVWXYZ_refined.csv; name-English_table.csv
1172,Enriqueta Harris,E21 Person,H_refined.csv; name-English_table.csv
1173,"Entry of the Count of Colloredo, the Imperial ambassador",E22 Man-Made Object,work-English_table.csv
1174,Enzo Bentivoglio,E21 Person,B_refined.csv; name-English_table.csv
1175,Enzo Crea,E21 Person,name-English_table.csv
1176,Epicurus,E21 Person,E_refined.csv; name-English_table.csv
1177,Equestrian Statue of Henry IV,E22 Man-Made Object,work-English_table.csv
1178,Equestrian Statue of Louis XIV,E22 Man-Made Object,work-English_table.csv
1179,Ercole Ferrata,E21 Person,F_refined.csv; name-English_table.csv
1180,Ercole Graziani the Younger,E21 Person,name-English_table.csv
1181,Ercole Lelli,E21 Person,L_refined.csv; name-English_table.csv
1182,Ercole Procaccini the Elder,E21 Person,name-English_table.csv
1183,"Erlach, Fischer von",E21 Person,E_refined.csv
1184,Erminia,E21 Person,name-English_table.csv
1185,Ernst Gombrich,E21 Person,name-English_table.csv
1186,Erwin Panofsky,E21 Person,name-English_table.csv
1187,Esau,E21 Person,name-English_table.csv
1188,Escape from Egypt,E22 Man-Made Object,work-English_table.csv
1189,"Essex, Lord",E21 Person,E_refined.csv
1190,Este,E53 Place,gio-English_table.csv
1191,"Este, Azzo, Marchese d'",E22 Man-Made Object,E_refined.csv
1192,"Este, Isabella d'",E21 Person,E_refined.csv
1193,Estella Brunetti,E21 Person,name-English_table.csv
1194,Esther,E21 Person,name-English_table.csv; work-English_table.csv
1195,Esther before Ahasuerus,E22 Man-Made Object,work-English_table.csv
1196,"Estrées, Duc d'",E21 Person,E_refined.csv
1197,Et in Arcadia ego,E22 Man-Made Object,work-English_table.csv
1198,Etchings of Oriental-style Heads,E22 Man-Made Object,work-English_table.csv
1199,Eteocles,E21 Person,name-English_table.csv
1200,Eteocles and Polynices,E22 Man-Made Object,work-English_table.csv
1201,Euclid,E21 Person,name-English_table.csv
1202,"Eugene, Prince",E21 Person,E_refined.csv
1203,Eugène Michaud,E21 Person,name-English_table.csv
1204,Europa,E22 Man-Made Object,work-English_table.csv
1205,European scientific societies,E53 Place,gio-English_table.csv
1206,Eusebio Della Lena,E21 Person,L_refined.csv; name-English_table.csv
1207,Eustachio Manfredi,E21 Person,M_refined.csv; name-English_table.csv
1208,Eustachio Zanotti,E21 Person,UVWXYZ_refined.csv; name-English_table.csv
1209,Evelina Borea,E21 Person,name-English_table.csv
1210,Everhard Jabach,E21 Person,name-English_table.csv
1211,"Exeter, 5th Lord",E21 Person,E_refined.csv
1212,Ezekiel,E21 Person,name-English_table.csv
1213,Fabia Borroni,E21 Person,name-English_table.csv
1214,Fabio Canal,E21 Person,C_refined.csv; name-English_table.csv
1215,Fabio Mauroner,E21 Person,name-English_table.csv
1216,Fabio de Fabiis,E21 Person,name-English_table.csv
1217,Fabio degli Abati Olivieri,E21 Person,name-English_table.csv
1218,Fabrizio Moretti,E21 Person,name-English_table.csv
1219,"Fabrizio Pignatelli d'Aragona, 10th Duke of Monteleone, 9th Marquess of the Valley of Oaxaca",E21 Person,name-English_table.csv
1220,Fabrizio Spada,E21 Person,name-English_table.csv
1221,Fabrizio Tarso,E21 Person,name-English_table.csv
1222,Facade of S. Maria del Giglio,E22 Man-Made Object,work-English_table.csv
1223,"Facciolati, Abate",E21 Person,F_refined.csv
1224,Faith crushing Idolatry,E22 Man-Made Object,work-English_table.csv
1225,Fame Carrying the Name of Louis XIV to the Temple of Immortality,E22 Man-Made Object,work-English_table.csv
1226,Fame inscribing the glories of Louis XIV on the shoulders of Time,E22 Man-Made Object,work-English_table.csv
1227,Famiano Strada,E21 Person,S_refined.csv; name-English_table.csv
1228,Family Chapels in Santa Maria Maggiore,E53 Place,gio-English_table.csv
1229,Family of Darius before Alexander the Great,E22 Man-Made Object,work-English_table.csv
1230,Fantastical Heads in the Manner of Giorgione,E22 Man-Made Object,work-English_table.csv
1231,Fantasy and reason,E28 Conceptual Object,F_refined.csv
1232,Farnese,E53 Place,gio-English_table.csv
1233,Farnese Palace,E22 Man-Made Object,F_refined.csv
1234,"Farnese, Cardinal Alessandro",E21 Person,F_refined.csv
1235,"Farnese, Odoardo, Duke of Parma",E21 Person,F_refined.csv
1236,"Farnese, Ranuccio II, Duke of Parma",E21 Person,F_refined.csv
1237,Farnesina,E53 Place,gio-English_table.csv
1238,"Farsetti, Daniele",E21 Person,F_refined.csv
1239,Fates,E22 Man-Made Object,work-English_table.csv
1240,Fausta Franchini Guelfi,E21 Person,name-English_table.csv
1241,Faustina Savorgnan,E21 Person,S_refined.csv; name-English_table.csv
1242,Fausto Rughesi,E21 Person,Q-R_refined.csv; name-English_table.csv
1243,Federico Barocci,E21 Person,B_refined.csv; name-English_table.csv
1244,Federico Borromeo,E53 Place,B_refined.csv; name-English_table.csv
1245,Federico Cervelli,E21 Person,C_refined.csv; name-English_table.csv
1246,Federico Cesi,E21 Person,C_refined.csv; name-English_table.csv
1247,Federico Correr Lorenzetti,E21 Person,name-English_table.csv
1248,Federico Zeri,E21 Person,name-English_table.csv
1249,Federico Zuccari,E21 Person,name-English_table.csv
1250,Federico da Montefeltre,E21 Person,name-English_table.csv
1251,Federiko Benkovi?,E21 Person,name-English_table.csv
1252,"Fedini, Domenico",E21 Person,F_refined.csv
1253,Felice Boscaratti,E21 Person,name-English_table.csv
1254,Felice Salimbeni,E21 Person,S_refined.csv; name-English_table.csv
1255,Felice Torelli,E21 Person,T_refined.csv; name-English_table.csv
1256,Felicita Sartori,E21 Person,S_refined.csv; name-English_table.csv
1257,Ferdinand Boyer,E21 Person,name-English_table.csv
1258,"Ferdinand Maria, Elector of Bavaria",E21 Person,F_refined.csv; name-English_table.csv
1259,Ferdinand van den Eynde,E21 Person,name-English_table.csv
1260,Ferdinando Carlo Gonzaga,E21 Person,name-English_table.csv
1261,Ferdinando Colonna of Stigliano,E21 Person,name-English_table.csv
1262,Ferdinando Galiani,E21 Person,name-English_table.csv
1263,Ferdinando I de' Medici,E21 Person,name-English_table.csv
1264,Ferdinando Raggi,E21 Person,Q-R_refined.csv; name-English_table.csv
1265,Ferdinando d'Adda,E21 Person,name-English_table.csv
1266,Ferdinando de' Medici,E21 Person,name-English_table.csv
1267,Ferdinando de’ Medici,E21 Person,name-English_table.csv
1268,Fernando Afán de Ribera,E21 Person,name-English_table.csv
1269,Ferney,E53 Place,gio-English_table.csv
1270,Ferrante Carlo,E21 Person,C_refined.csv; name-English_table.csv
1271,Ferrara,E53 Place,F_refined.csv
1272,"Ferrerio, Andrea",E21 Person,F_refined.csv
1273,"Ferretti, Gian Domenico",E21 Person,F_refined.csv
1274,"Feti, Domenico",E21 Person,F_refined.csv
1275,Filippo Baldinucci,E21 Person,B_refined.csv; name-English_table.csv
1276,Filippo Bosdari,E21 Person,name-English_table.csv
1277,Filippo Brunelleschi,E21 Person,B_refined.csv; name-English_table.csv
1278,Filippo Clementi,E21 Person,name-English_table.csv
1279,Filippo Corsini,E21 Person,name-English_table.csv
1280,Filippo Farsetti,E21 Person,F_refined.csv; name-English_table.csv
1281,Filippo Gherardi,E21 Person,G_refined.csv; name-English_table.csv
1282,Filippo Juvarra,E21 Person,J，K_refined.csv; name-English_table.csv
1283,Filippo Lauri,E21 Person,L_refined.csv; name-English_table.csv
1284,Filippo Napoletano,E21 Person,N_refined.csv; name-English_table.csv
1285,Filippo d'Angeli,E21 Person,name-English_table.csv
1286,Filippo della Valle,E21 Person,UVWXYZ_refined.csv; name-English_table.csv
1287,"Filomarino, Cardinal",E21 Person,F_refined.csv
1288,Finding of Romulus and Remus,E22 Man-Made Object,work-English_table.csv
1289,"Fiori, Mario de' (Mario Nuzzi)",E21 Person,F_refined.csv
1290,Fitzwilliam Museum,E53 Place,gio-English_table.csv
1291,Flagstaff Glacier,E53 Place,gio-English_table.csv
1292,Flaminio Corner,E21 Person,C_refined.csv; name-English_table.csv; work-English_table.csv
1293,Flaminio Scarselli,E21 Person,name-English_table.csv
1294,Flavio Chigi,E21 Person,name-English_table.csv
1295,Flemish artists in Rome,E74 Group,F_refined.csv
1296,Flight into Egypt,E22 Man-Made Object,work-English_table.csv
1297,Flight of Aeneas from Troy,E22 Man-Made Object,work-English_table.csv
1298,Flora,E21 Person,name-English_table.csv; work-English_table.csv
1299,Florence,E53 Place,F_refined.csv
1300,Florence Cathedral,E53 Place,gio-English_table.csv
1301,"Foggini, Giovan Battista",E21 Person,F_refined.csv
1302,Fondamenta Foscarini,E53 Place,gio-English_table.csv
1303,Fondo di Gesù,E53 Place,gio-English_table.csv
1304,"Fontana, Conte Francesco",E53 Place,F_refined.csv
1305,Fontenelle,E21 Person,F_refined.csv
1306,Fordham University,E53 Place,gio-English_table.csv
1307,Foresteria,E22 Man-Made Object,work-English_table.csv
1308,Forlì Cathedral,E53 Place,gio-English_table.csv
1309,Fortitude,E22 Man-Made Object,work-English_table.csv
1310,Fortune under the control of Virtue,E22 Man-Made Object,work-English_table.csv
1311,"Fortune under the control of Virtue, Justice and Peace",E22 Man-Made Object,work-English_table.csv
1312,Foscarini family,E74 Group,F_refined.csv
1313,Foscarini palace,E22 Man-Made Object,F_refined.csv
1314,"Fountaine, Sir Andrew",E22 Man-Made Object,F_refined.csv
1315,Four Evangelists,E22 Man-Made Object,work-English_table.csv
1316,Four Rivers Fountain,E53 Place,gio-English_table.csv
1317,Fra Bartolomeo,E21 Person,name-English_table.csv
1318,Fra Galgario,E21 Person,name-English_table.csv
1319,"Fragonard, Jean Honoré",E21 Person,F_refined.csv
1320,Fran?ois Boucher,E21 Person,name-English_table.csv
1321,Fran?ois Duquesnoy,E21 Person,name-English_table.csv
1322,Fran?ois Girardon,E21 Person,name-English_table.csv
1323,Fran?ois Mansart,E21 Person,name-English_table.csv
1324,Fran?ois Rabelais,E21 Person,name-English_table.csv
1325,Fran?ois de Bonne de Créquy,E21 Person,name-English_table.csv
1326,Fran?ois de Nomé,E21 Person,name-English_table.csv
1327,Fran?ois-Joachim de Pierre de Bernis,E21 Person,name-English_table.csv
1328,"Francavilla, Pietro",E22 Man-Made Object,F_refined.csv
1329,Frances Lehman Loeb Art Center,E53 Place,gio-English_table.csv
1330,Frances Pamela Ann Strickland,E21 Person,name-English_table.csv
1331,Francesca Bussi,E53 Place,B_refined.csv; name-English_table.csv
1332,Francesca Flores D'Arcais,E21 Person,name-English_table.csv
1333,Francesco Adriano Ceva,E21 Person,name-English_table.csv
1334,Francesco Albergati Capacelli,E21 Person,name-English_table.csv
1335,Francesco Alberto Salvagnini,E21 Person,name-English_table.csv
1336,Francesco Algarotti,E53 Place,A_refined.csv; name-English_table.csv; work-English_table.csv
1337,Francesco Allegrini,E53 Place,A_refined.csv; name-English_table.csv
1338,Francesco Andrea Grassi,E21 Person,name-English_table.csv
1339,Francesco Andreosi,E53 Place,A_refined.csv; name-English_table.csv
1340,Francesco Angelo Rapaccioli,E21 Person,name-English_table.csv
1341,Francesco Angeloni,E53 Place,A_refined.csv; name-English_table.csv
1342,Francesco Antonio Correr,E53 Place,C_refined.csv; name-English_table.csv
1343,Francesco Antonio Vallotti,E21 Person,name-English_table.csv
1344,Francesco Baratta the Elder,E21 Person,name-English_table.csv
1345,Francesco Barberini,E21 Person,name-English_table.csv
1346,Francesco Bartolozzi,E21 Person,name-English_table.csv
1347,Francesco Bassi,E21 Person,name-English_table.csv
1348,Francesco Bertos,E53 Place,B_refined.csv; name-English_table.csv
1349,Francesco Bordoni,E53 Place,B_refined.csv; name-English_table.csv
1350,Francesco Borromini,E53 Place,B_refined.csv; name-English_table.csv
1351,Francesco Borzone,E53 Place,B_refined.csv; name-English_table.csv
1352,Francesco Botti,E53 Place,B_refined.csv; name-English_table.csv
1353,Francesco Bracciolini,E53 Place,B_refined.csv; name-English_table.csv
1354,Francesco Catalano,E53 Place,C_refined.csv; name-English_table.csv
1355,Francesco Cozza,E53 Place,C_refined.csv; name-English_table.csv
1356,Francesco Donato,E21 Person,name-English_table.csv
1357,Francesco Drach,E21 Person,name-English_table.csv
1358,Francesco Fanelli,E53 Place,F_refined.csv; name-English_table.csv
1359,Francesco Fontana,E21 Person,name-English_table.csv
1360,Francesco Fontebasso,E53 Place,F_refined.csv; name-English_table.csv
1361,Francesco Gerbault,E53 Place,G_refined.csv; name-English_table.csv
1362,Francesco Griseri,E21 Person,name-English_table.csv
1363,Francesco Guardi,E53 Place,G_refined.csv; name-English_table.csv
1364,Francesco Guicciardini,E53 Place,G_refined.csv; name-English_table.csv
1365,Francesco Imperiali,E53 Place,I_refined.csv; name-English_table.csv
1366,Francesco Lorenzi,E53 Place,L_refined.csv; name-English_table.csv
1367,Francesco Maggiotto,E53 Place,M_refined.csv; name-English_table.csv
1368,Francesco Maidalchini,E53 Place,M_refined.csv; name-English_table.csv
1369,Francesco Maria I della Rovere,E21 Person,name-English_table.csv
1370,Francesco Maria Niccolò Gabburri,E21 Person,name-English_table.csv
1371,Francesco Maria Richini,E21 Person,name-English_table.csv
1372,Francesco Maria Zanotti,E21 Person,name-English_table.csv
1373,Francesco Maria del Monte,E21 Person,name-English_table.csv
1374,Francesco Marucelli,E53 Place,M_refined.csv; name-English_table.csv
1375,Francesco Migliori,E53 Place,M_refined.csv; name-English_table.csv
1376,Francesco Milizia,E53 Place,M_refined.csv; name-English_table.csv
1377,Francesco Monti,E53 Place,M_refined.csv; name-English_table.csv
1378,Francesco Morosini,E53 Place,M_refined.csv; name-English_table.csv
1379,Francesco Novelli,E53 Place,N_refined.csv; name-English_table.csv
1380,Francesco Panciatichi,E21 Person,name-English_table.csv
1381,Francesco Petrucci,E21 Person,name-English_table.csv
1382,Francesco Pio di Savoia,E21 Person,name-English_table.csv
1383,Francesco Piranesi,E53 Place,P_refined.csv; name-English_table.csv
1384,Francesco Redi,E53 Place,Q-R_refined.csv; name-English_table.csv
1385,"Francesco Ruspoli, 1st Prince of Cerveteri",E21 Person,name-English_table.csv
1386,Francesco Scaramuccia,E21 Person,name-English_table.csv
1387,Francesco Simonini,E53 Place,S_refined.csv; name-English_table.csv
1388,Francesco Sleter,E53 Place,S_refined.csv; name-English_table.csv
1389,Francesco Solimena,E53 Place,S_refined.csv; name-English_table.csv
1390,Francesco Trevisani,E53 Place,T_refined.csv; name-English_table.csv
1391,Francesco Valcanover,E21 Person,name-English_table.csv
1392,Francesco Zuccarelli,E53 Place,UVWXYZ_refined.csv; name-English_table.csv
1393,Francesco Zugno,E53 Place,UVWXYZ_refined.csv; name-English_table.csv
1394,Francesco d'Este,E21 Person,name-English_table.csv
1395,Francesco da Paola,E21 Person,name-English_table.csv
1396,Francesco de Mura,E53 Place,M_refined.csv; name-English_table.csv
1397,Francesco di Maria,E53 Place,M_refined.csv; name-English_table.csv
1398,Francis Bacon,E21 Person,B_refined.csv; name-English_table.csv
1399,Francis Haskell,E21 Person,name-English_table.csv
1400,Francis Henry Taylor,E21 Person,name-English_table.csv
1401,Francis I of France,E21 Person,name-English_table.csv
1402,Francis Watson,E21 Person,name-English_table.csv
1403,Francis Xavier,E21 Person,name-English_table.csv
1404,Francisco Goya,E21 Person,G_refined.csv; name-English_table.csv
1405,Franco Venturi,E21 Person,name-English_table.csv
1406,Franconia,E53 Place,gio-English_table.csv
1407,Frank Edward Manuel,E21 Person,name-English_table.csv
1408,Frans Pourbus the Younger,E21 Person,name-English_table.csv
1409,Frans van Mieris the Elder,E21 Person,name-English_table.csv
1410,Franz Ehrle,E21 Person,name-English_table.csv
1411,François I of France,E53 Place,F_refined.csv
1412,"Fratta, D. M.",E21 Person,F_refined.csv
1413,Frederick Antal,E21 Person,name-English_table.csv
1414,"Frederick Augustus I, Elector of Saxony",E21 Person,F_refined.csv
1415,"Frederick Augustus II, Elector of Saxony",E21 Person,F_refined.csv
1416,Frederick Charles,E21 Person,name-English_table.csv
1417,Frederick II of Prussia,E21 Person,name-English_table.csv
1418,Frederick III,E21 Person,name-English_table.csv
1419,Frederick III (Holy Roman Emperor),E21 Person,F_refined.csv
1420,Frederick IV of Denmark,E21 Person,F_refined.csv; name-English_table.csv
1421,Frederick the Great,E21 Person,F_refined.csv; work-English_table.csv
1422,Frederiksborg Palace,E53 Place,gio-English_table.csv
1423,French Academy in Rome,E74 Group,F_refined.csv; gio-English_table.csv
1424,French hostility to Italian art in the 17th century,E28 Conceptual Object,F_refined.csv
1425,French patronage,E28 Conceptual Object,F_refined.csv
1426,Fresco on staircase of Hampton Court Palace,E22 Man-Made Object,work-English_table.csv
1427,"Frescobaldi, Gerolamo",E21 Person,F_refined.csv
1428,Frescoes in Lanfranco Cathedral,E22 Man-Made Object,work-English_table.csv
1429,Frescoes in Palazzo Barberini Salone,E22 Man-Made Object,work-English_table.csv
1430,Frescoes in Sant'Andrea della Valle,E22 Man-Made Object,work-English_table.csv
1431,Frescoes in the Corsini Chapel,E22 Man-Made Object,work-English_table.csv
1432,Frescoes in the Palace at Valmontone,E22 Man-Made Object,work-English_table.csv
1433,Friedrich August I,E21 Person,name-English_table.csv
1434,Frits Lugt,E21 Person,name-English_table.csv
1435,Fritz Dworschak,E21 Person,name-English_table.csv
1436,Fritz Saxl,E21 Person,name-English_table.csv
1437,Friuli,E53 Place,gio-English_table.csv
1438,Frédéric Barberousse,E21 Person,name-English_table.csv
1439,Frédéric Villot,E21 Person,name-English_table.csv
1440,Fulvio Miari,E21 Person,name-English_table.csv
1441,Fulvio Testi,E21 Person,T_refined.csv; name-English_table.csv
1442,"Fumiani, Giannantonio",E21 Person,F_refined.csv
1443,"Furnaletto, Lodovico",E21 Person,F_refined.csv
1444,G.M. Sasso,E22 Man-Made Object,work-English_table.csv
1445,"Gabburri, Francesco",E53 Place,G_refined.csv
1446,Gabinetto fotografico nazionale,E53 Place,gio-English_table.csv
1447,Gabri?l Grupello,E21 Person,name-English_table.csv
1448,Gabriel Bonnot de Mably,E21 Person,name-English_table.csv
1449,Gabriel Hanotaux,E21 Person,name-English_table.csv
1450,Gabriel Jules de Cosnac,E21 Person,name-English_table.csv
1451,Gabriel Maugain,E21 Person,name-English_table.csv
1452,Gabriel Naudé,E21 Person,N_refined.csv; name-English_table.csv
1453,Gabriel-Fran?ois Coyer,E21 Person,name-English_table.csv
1454,Gabriele Balestrieri,E21 Person,B_refined.csv; name-English_table.csv
1455,Gabriele dal Pozzo,E21 Person,name-English_table.csv
1456,"Gabrieli, Lodovico",E21 Person,G_refined.csv
1457,Gaetano Beani,E21 Person,name-English_table.csv
1458,Gaetano Caffarelli,E21 Person,name-English_table.csv
1459,Gaetano Cozzi,E21 Person,name-English_table.csv
1460,Gaetano Fanti,E21 Person,F_refined.csv; name-English_table.csv
1461,Gaetano Moroni,E21 Person,name-English_table.csv
1462,Gaetano Pieraccini,E21 Person,name-English_table.csv
1463,Gaetano Zompini,E21 Person,UVWXYZ_refined.csv; name-English_table.csv
1464,Gaius Mucius Scaevola,E21 Person,name-English_table.csv
1465,Gaius Plinius Secundus,E21 Person,name-English_table.csv
1466,Galeazzo Arconati,E21 Person,name-English_table.csv
1467,Galeazzo Gualdo Priorato,E21 Person,name-English_table.csv
1468,"Galgario, Fra (Vittore Ghislandi)",E21 Person,G_refined.csv
1469,"Galiani, Abate",E21 Person,G_refined.csv
1470,Galileo Galilei,E21 Person,G_refined.csv; name-English_table.csv
1471,"Gallacini, Teofilo",E21 Person,G_refined.csv
1472,Galleria Borghese,E53 Place,gio-English_table.csv
1473,Galleria Doria Pamphilj,E53 Place,gio-English_table.csv
1474,Galleria Giustiniani,E53 Place,gio-English_table.csv
1475,Galleria L'Antonina,E53 Place,gio-English_table.csv
1476,Galleria Nazionale,E53 Place,gio-English_table.csv
1477,Galleria Nazionale d'Arte Antica,E53 Place,gio-English_table.csv
1478,Galleria Spada,E53 Place,gio-English_table.csv
1479,Gallerie dell'Accademia,E53 Place,gio-English_table.csv
1480,Gallerie di Firenze,E53 Place,gio-English_table.csv
1481,Gallery of the Aeneid,E53 Place,gio-English_table.csv
1482,"Galli-Bibiena, Ferdinando",E21 Person,G_refined.csv
1483,"Gambarini, Giuseppe",E21 Person,G_refined.csv
1484,Ganymede,E21 Person,name-English_table.csv
1485,"Garganego, Girolamo",E21 Person,G_refined.csv
1486,Gaspar Méndez de Haro,E21 Person,name-English_table.csv
1487,Gaspar Roomer,E21 Person,Q-R_refined.csv; name-English_table.csv
1488,Gaspar de Guzmán,E21 Person,name-English_table.csv
1489,Gaspard Dughet,E21 Person,name-English_table.csv
1490,Gaspare Altieri,E21 Person,name-English_table.csv
1491,Gaspare Diziani,E21 Person,D_refined.csv; name-English_table.csv
1492,Gaspare Partridge,E21 Person,name-English_table.csv
1493,Gaspare Vigarani,E21 Person,UVWXYZ_refined.csv; name-English_table.csv
1494,Gasparo Gozzi,E21 Person,G_refined.csv; name-English_table.csv
1495,Gasparo Prospero Pesci,E21 Person,name-English_table.csv
1496,Gaudenzio Claretta,E21 Person,name-English_table.csv
1497,"Gaulli, Giovanni Battista (Baciccio)",E21 Person,G_refined.csv
1498,"Gavasetti, Camillo",E21 Person,G_refined.csv
1499,Gazzeta Veneta,E22 Man-Made Object,G_refined.csv
1500,Gem?ldegalerie Alte Meister,E53 Place,gio-English_table.csv
1501,Genoa,E53 Place,G_refined.csv
1502,Gentile Bellini,E21 Person,B_refined.csv; name-English_table.csv
1503,Gentile da Fabriano,E21 Person,F_refined.csv; name-English_table.csv
1504,"Geoffrin, Mme",E21 Person,G_refined.csv
1505,Georg Friedrich Schmidt,E21 Person,S_refined.csv; name-English_table.csv
1506,George Augustus Frederick,E21 Person,name-English_table.csv
1507,"George Byng, 1st Viscount Torrington",E21 Person,name-English_table.csv
1508,George Frideric Handel,E21 Person,name-English_table.csv
